user_id,uname,stars,review_count,how_long_month,friends,text_length,num_business,review_per_bus,pro_cool,pro_funny,pro_useful,x,y
aTq_uKMwPLbBnrZPv_Ws0Q,Philip,3.22,64,39,9,298,3,1.00,0.13,0.16,0.41,3.8741801345200284,-9.8402513013124917
YrZMiqY3gQgRLxBCG23MWA,Nancy,3.00,59,45,20,541,8,1.13,0.34,0.34,0.59,8.8645948251653675,2.3059530652490001
u2ImrslC2rjbyG6Ikb4wnw,C,2.84,60,77,4,1468,1,1.00,0.32,0.62,1.60,9.1465725096073918,-0.76966926660572721
Tet-0yXDWuiGMURV_3gB3g,Kristina,4.14,58,35,12,367,2,1.00,0.62,0.38,1.57,6.8601826146626204,9.481317311656241
81OlYNwLy1x3RM34iZei7A,Jeff,4.11,74,19,11,158,1,1.00,0.15,0.05,0.62,-11.220688232893302,-4.1454734279102929
mEYozQkGuSN5e5fwM89rhg,Jessica,3.46,61,42,8,2605,1,1.00,1.30,2.10,2.46,-1.1672065682012003,-10.659618294879012
Cgoej1pRHgBv0syJRqLlDQ,m,3.88,50,103,5,404,3,1.00,0.82,0.14,0.92,14.225116042240613,-10.622724429639584
yHgbK7b7ESXZ4Cmk3kUpcQ,Jimmy,3.62,53,26,0,36,1,1.00,0.04,0.30,0.30,-11.547001566246934,-12.582775686558644
C6sAQNPOAA--7ghm5SQOjA,Larry,3.63,65,78,0,788,1,1.00,0.74,0.65,1.78,8.4176987314303755,-5.1805748299811443
Ew7pQkS1uRqv-qOYkgy79A,Tia,3.89,66,51,0,873,7,1.00,0.24,0.24,0.79,3.1276290051039402,-13.103525580744254
3tGgmOkahmZ69XPo17qXHg,Lynda,3.77,58,45,2,642,18,1.06,0.21,0.26,0.52,6.8837661413635818,7.4459611590199497
6NJ4y4Jv75xZ2YRldFDDoA,Miss,3.32,74,62,2,790,1,1.00,0.22,0.24,1.49,-3.2354599009773684,-7.8211923923623425
TGXcTiEg3u0jNRG7KSXQYg,Amber,3.66,83,60,3,793,6,1.17,0.18,0.18,1.13,-4.9379108743951852,-0.28209852631483501
hYnjJRA6wcSDVLdd9Sm2nQ,Mike,4.29,51,25,1,182,2,1.00,0.02,0.04,0.16,-10.817411859346585,-12.425379305911225
BEsjJqleyBj_G8JS3MswtQ,Jay,3.41,82,67,1,813,12,1.00,0.43,0.50,1.61,-4.1064108155284815,-1.0750613848857979
YkYtEt6L0bFG7gSfkGUoEQ,Deena,4.30,52,86,1,614,6,1.17,0.46,0.23,1.98,13.961704839952384,-10.847670578827401
DFWkJ74nac1OkbBL_6Nlfw,Megan,3.70,54,36,15,1509,8,1.13,0.44,0.63,1.22,8.325113154251774,3.9029134946871133
Rp72O-UCdWjoLgjXetQXfg,Carlo,3.53,51,73,13,814,5,1.00,0.47,0.82,1.33,15.214262288240965,-5.1253552750093503
m7-X9ENRN-2n0IeFKDLdIQ,Marie,4.23,59,52,5,327,4,1.00,0.24,0.24,0.73,10.22226250385792,12.299112554564378
8WTG4rYkJEMQFet6A04uog,Jamie,3.23,55,73,2,1126,5,1.00,0.33,0.44,3.27,14.006182756097038,-5.3763303232154636
oP14An2U3d21GbVera0U6A,Joel,3.80,56,101,7,789,2,1.00,0.13,0.25,0.46,12.115976696856446,-9.5053201741107962
zq6c7gKN3JsB9nXn5SAEfg,Shannon,3.83,50,54,0,728,2,1.00,0.52,0.46,1.46,13.301926737844751,3.8041696273886978
YRanyKyN-6thGFvyl9R6rQ,Jari,3.74,51,73,9,529,2,1.00,0.12,0.18,0.69,16.145860954149629,-4.6181499642374115
xZEeV-PWGt7PvK9oAcrKGA,Sara,3.68,60,59,13,981,3,1.00,1.28,1.05,3.12,12.552398772523942,10.472979363533005
iFrCGwwOZs8g9Vjr-3vN6A,Holly,3.97,54,75,6,962,2,1.00,0.76,0.87,3.39,16.476626772849936,-3.5664939760815848
8R499QJRAtPtxfUwo1bl_Q,Carolyn,3.78,72,22,3,1564,11,1.00,0.38,0.28,1.38,-12.029305541309228,-4.6814635465718588
w9WRCyNQOUm2Kov9CxHpxA,HK,4.00,53,79,0,135,3,1.00,0.08,0.06,0.28,17.152209239539413,-2.6206496084825481
hlkjZlkFLWVcN7bTwbFCGg,Robb,3.42,74,48,3,15,1,1.00,0.09,0.20,0.41,-3.9966884389208306,-11.000714959419744
9TF0yysgDQkogoQcwsxU8Q,Benjamin,3.65,68,90,5,642,5,1.00,0.51,0.31,1.07,4.8770536248861038,-3.2136319990413207
rsHDTN-JmSnItyJBGPATkQ,Sarah,3.19,58,50,0,3578,1,1.00,0.33,0.22,1.97,-16.053669140265679,-4.8680162848598991
Gg4YdeioSeXUaJEJvDwsxw,Sharon,4.13,58,47,10,370,10,1.00,0.62,0.43,1.05,9.8078366278926037,11.880213774052374
i3-x_uNa_ccDISK_g_O_rg,A,3.90,80,53,1,1591,6,1.00,0.18,0.38,1.81,-5.9322870422074976,-2.7441686926268916
gy5d5U05FPcfhSQwpO-PAQ,ValleyGuy,3.16,81,72,5,1671,2,1.00,0.53,1.49,2.47,0.77510347340871111,3.6114563768060024
gFS24Y07-1S-98aUDh4sYQ,TJ,3.25,63,60,20,1198,56,1.00,0.78,1.05,2.05,-14.29266526593555,4.6712722300868599
bTQKCh3ubZFODsrOZUtJxA,Mim,3.62,98,48,6,510,4,1.00,0.38,0.27,0.97,-3.834024036581162,12.734395297838578
ub9_L0pB0B7ORuc5VeruFQ,Hina,4.55,57,48,5,167,2,1.00,1.82,1.44,2.49,6.6802998042353234,6.6628555027706984
Buqf-GA-bTv7eN0jqL2gdA,Mako,4.08,86,69,39,944,11,1.00,1.62,2.33,1.85,-3.6510961196465272,3.3133784650727951
ynuvQ0B8zWRoEsH08E26hg,Garrett,3.75,57,70,5,297,7,1.00,0.07,0.18,0.70,13.650390373958084,-0.3540863806730622
EzvgNkEfCnT67YfXfqrg4A,Charm,3.72,57,43,105,543,6,1.00,1.96,0.65,2.77,8.6733750708509731,8.4649710444268802
MSRflPPcwnxSWuPZOGi9RA,Betty,3.27,51,91,3,966,6,1.00,0.29,0.16,1.04,14.185813404168902,-8.847898122860995
KzFKfC6q_s7i6mUt8Q43FA,Steven,3.79,52,45,11,2610,4,1.00,0.50,0.37,1.15,-2.2521266230465904,-10.7007769586595
x9HTnsJxWgHJz_Rir59I7w,Michael,3.92,50,78,1,170,1,1.00,0.06,0.06,0.20,16.299379087073003,-7.4820419857005502
klFpvp4eYzvvCHTIlQjeiA,Casey,4.08,58,67,44,520,13,1.00,0.69,0.50,1.19,15.809198285956763,0.24581638122918803
c52jPwQe7kBcvVBbibbaxQ,Lori,4.12,83,30,1,518,9,1.00,0.16,0.17,0.73,-9.5206507901872435,-0.48542117333932733
SAgsalz0rj1zqP1GkqM9VA,DJ,4.17,90,91,32,1129,1,1.00,0.64,0.32,1.20,0.26934346057327008,8.2313670847790412
7OyG8dGf6na3gmywIEGSjw,Ali,3.98,55,91,8,1768,1,1.00,0.51,0.24,1.38,12.818504771216288,-10.889755096564972
PcDG0BGzpprwdi7qUgbaRQ,Teneka,3.45,52,63,8,1139,1,1.00,0.52,1.12,1.65,14.734271976001034,-4.7781945696173533
Q48KMGa7gNIUvS-GjsesCg,Adam,3.70,62,68,17,1345,1,1.00,0.92,0.84,2.11,9.2119808118099904,-5.8676541165827221
xbuAQCfi2ksPJqcujzN2tA,sam,3.76,64,73,3,1191,8,1.00,1.14,0.98,1.77,8.6842765820959382,-5.9524905711165959
XRXWjs8mUq9zNlOivD_f6Q,Heather,3.51,95,16,9,593,3,1.00,0.25,0.24,0.94,-6.4591604279607431,14.709703279142738
ysYmC-ufbdmVEX9yAv-VEQ,George,4.44,54,124,39,262,2,1.00,0.46,0.72,0.70,10.996808484145078,-12.40146811368907
kzTw297vLneC9KgZv92MwA,Marshal,4.13,65,25,19,859,47,1.06,0.34,0.23,0.69,-13.675309829408109,6.6370000819405375
lDaE-XykTYCaKiOx7VEUJQ,Rebecca,4.16,55,45,3,278,1,1.00,0.24,0.04,0.29,8.3635995050071159,6.8185185022535011
VMro2zAEejxWsCgaR75-lQ,Roy,3.80,99,24,33,1469,2,1.00,1.65,1.10,2.25,-5.7360785091623816,15.458828486930591
pCLfonqdHsutrg3XEmZdjw,Jessica,3.82,73,41,4,297,4,1.00,0.32,0.16,0.67,-4.7823478818122904,-11.961754471189295
c2aQGoDEZphVhSqkDGZXCg,Ron,3.08,55,38,0,227,2,1.00,0.18,0.13,0.93,9.3574885293751358,3.0142150685048055
GHztR-OB-uWfhqy3ZxMk7g,Julie,3.77,61,39,7,501,9,1.00,0.34,0.10,0.74,8.6494535977748903,10.209691018651306
Y0V_6mKluKxgIiCU_AYMTQ,Dan,4.18,56,72,2,328,3,1.00,0.30,0.39,1.38,16.74235950149631,-0.56335858888917467
BZ3NyFcgD90kzz8zNuexDA,Tom,3.32,70,85,13,607,1,1.00,0.64,1.26,1.94,3.7734941743146542,-3.3105418922279815
ideu3I2pfaOKnsfFEUCU5g,Karen,3.88,55,78,2,888,2,1.00,0.29,0.56,1.13,15.0725858292839,-3.0418328175080429
W5VvFrYvwH0PZwct2OuPjA,Michella,3.45,89,50,14,627,3,1.00,0.99,1.80,3.36,-5.8408236903684072,6.5320671792070568
h2NRtwICFsgdnIPfzFu0pQ,Amanda,4.15,59,25,20,730,41,1.00,0.24,0.27,0.97,-12.708764810149663,6.9222782274658474
jmtl_exre9TCYCN8Dzp70Q,I.,3.44,62,91,0,643,2,1.50,0.11,0.15,0.58,10.457623887470808,-12.209549068902566
fXF0w-vgFGl-zKMT3I29iw,Food,3.63,59,69,0,1449,1,1.00,0.20,0.36,0.83,10.118076447735742,-5.5759369848365701
kgXtKWKBVIi1rt3f7yKIwg,Sonnia,3.57,53,50,10,351,1,1.00,0.57,0.66,1.47,12.245133073882872,5.0316822997150217
FITpZp7tj8StNOfacKPflg,Kristel,3.90,68,46,39,653,1,1.00,0.59,0.46,1.06,2.2740036008241296,-12.815193052555943
u7QD6AF5usth2M7znqfAOA,jackie,4.10,82,44,0,262,2,1.00,0.17,0.10,0.20,-7.8133880764598542,-0.20465178171450549
TKoZt75vcAD0hrjuXBWBgQ,S,3.58,50,65,5,747,6,1.00,0.24,0.18,0.34,15.540010430485161,-4.8215552226922505
hZ08iddalVk-Gk6AboHmag,David,3.27,65,52,11,189,2,1.00,0.08,0.08,0.63,4.9707701662999826,-10.828888292787882
5OMIwNglHZ2O5l6vevOWPQ,Erin,3.88,77,60,7,401,1,1.00,0.29,0.31,0.87,-5.5840509018809374,-7.7383891782508529
Ao_yJn9W1cIKtWYj2-MEzg,Andy,3.82,51,57,9,277,1,1.00,1.55,1.02,1.80,13.520502386736954,3.7803922695927654
cXOCuWnIoXV_asrBPdxOtA,Mia,3.89,66,52,40,3219,1,1.00,1.62,1.65,3.11,-0.75693043040771069,-11.259098916787561
1Fjja8Nn9LF7HUy6rJ0Vow,Holly,3.88,57,102,8,653,3,1.00,1.35,0.11,1.56,12.050575409743161,-9.4515778597869673
nluS1gzW9Ry6x3xK5DvuKg,Jessica,3.49,83,38,4,555,1,1.00,1.08,1.54,2.40,-8.7699401336228622,-0.87837132238742333
zJYbYYzzBoU1jvR026Nddw,Ana Paula,4.02,52,59,15,1334,3,1.00,0.63,0.50,1.27,17.88052874563979,-4.5164895715883295
jhXdAn1ytdHtD6lXlB_2fQ,jUSTN,4.04,66,53,5,123,1,1.00,0.39,0.70,0.82,3.5654001296189741,-12.597277600487239
BlD3GxCH4nhj0unEzEB31Q,andy,3.24,93,80,1,350,5,1.00,0.38,0.18,0.75,-0.37782850399926676,9.3144114201423935
ybM5aD80rQAsLnL7LTpvMQ,Charles,3.70,60,83,3,177,1,1.00,0.82,2.73,1.22,11.854053664906093,-2.6951309293436401
9U_uv1QwsD6-qbp-xP_LOQ,David,4.14,89,50,1,304,2,1.00,0.33,0.13,1.48,-6.2841353015102692,5.5054730713887841
PkIqMElxUpXDT8Q4-sNYMg,Linda,3.22,58,60,23,1190,1,1.00,0.67,0.47,2.78,10.72061643959813,0.22605408448560996
V5h_hO1gDhV624NRq_9XvA,April,3.45,54,53,1,487,2,1.00,0.09,0.11,0.61,12.373513779513294,5.2106644800614612
sBZxR2T41YpOKV2zRmXvDQ,Jenni,3.78,64,27,15,869,6,1.00,0.61,0.91,1.20,2.1919885970670556,-8.4448092410050979
NOOwJmv-_FI-yeGv5xJthg,Daniela,4.08,56,80,5,343,1,1.00,0.91,0.16,1.73,16.644130117708052,-1.7596501330160002
L1jl-7lMIknUofAHgl6PAg,Kendra,4.00,68,73,7,1168,1,1.00,1.44,1.03,2.09,4.9014967771422464,-5.8866845183641381
-YmjrtqHpoEbwSHIL5BThg,Jessica,3.97,60,51,1,1147,4,1.00,0.12,0.25,0.57,11.123934927670584,10.585178342918006
9Rv2CQRPLaDwEfD0z-ufJQ,Tyler,3.77,79,69,4,2294,1,1.00,0.29,0.39,0.90,1.7874728741430892,3.3284417628070408
UmItbKYkExcAn7O-Ev8P4w,Amara,3.64,58,84,3,1259,5,1.00,0.22,0.43,1.07,12.877429603932354,-3.4634898343084561
Ks6jA4KZ31YhsSR-n-rmfw,Vicki,3.92,93,19,47,446,74,1.07,0.38,0.17,1.14,-17.944996699681376,-0.36613028059261427
i_nZXrliGNmeqC-ILhn6iQ,K,3.83,57,47,0,1617,2,1.00,0.28,0.05,0.88,10.754087601704649,8.8681331410335797
1lSD9AZ2VdRSudJqMRJA7g,rice,3.89,64,106,1,373,3,1.00,0.39,0.02,0.77,5.5023298093910062,-0.37383688418468503
itIW-VSTTaIV-IsK_JdZqA,Ben,3.77,77,33,2,1199,1,1.00,0.30,0.45,1.32,-8.4642562875918355,-3.9806447941968486
r6L82O3uq7tg3QhB6v3CWw,Andrea,3.64,61,76,4,1451,3,1.00,1.02,0.44,1.69,9.8504073407987445,-5.5448297243182907
GPKAB_dKr2zWbAh_3aNVYQ,Kelly,4.05,51,59,7,667,2,1.00,0.31,0.18,1.00,13.929403622793853,3.6440962842836284
og9dAWZFl_b1m3rHUEGtCQ,J. A.,3.69,51,78,1,1324,4,1.00,1.86,2.41,2.98,14.684952112270619,-6.5953753312600183
HDf6OIsATneLtJg6JQ8oSQ,Martin,3.45,66,48,0,269,6,1.00,0.20,0.11,0.45,4.7199201729648337,-11.105092333012635
3sCs2St6pJ4Y_SpyMD6G8Q,Stephanie,3.63,85,61,1,381,1,1.00,0.18,0.13,0.53,-4.8146192833238182,1.4470178305100287
bsWOddAF1l7Gn1KYeqaF5w,Erica,3.55,55,44,4,535,47,1.02,0.22,0.11,0.75,-12.419180972503574,6.1647531458061477
0m3wV4tVKROmTepxP9YbPQ,Justin,3.66,75,71,17,552,8,1.00,0.52,0.45,1.64,-3.8093212052922381,-6.2741281403117979
S7TR90eF9pRSq8V2uANpJw,Rob,2.68,92,37,4,926,1,1.00,0.57,0.57,2.16,-5.9050132981931291,12.908128815190318
ASjrGR0Ds370IgTPKmtHiA,Sandi,3.70,62,29,0,467,7,1.14,0.06,0.06,0.39,5.8683048162532021,9.1813440074319494
2vpcKV064WrmgUNBS1zXHw,Alan,4.18,88,24,8,223,7,1.00,0.11,0.07,0.28,-8.9835261366294716,13.123107482748139
0WWVcBWPHKe88Btz9mShFg,Modern,4.25,99,65,3,490,6,1.00,0.20,0.19,0.55,-1.6517174237085472,12.437436121240941
mMmYdEdoyUoluTSfvhGAJg,C,3.77,76,67,1,521,7,1.00,0.16,0.20,0.57,-4.500072170734601,-6.9788469947670153
WIRrzY9vEhXwneGo6toapA,Matthew,4.11,56,61,4,240,1,1.00,0.09,0.16,0.59,16.753792832165527,1.5597634763523978
DyK-7McY5QmTn7tZaX5KmQ,Carsten,3.80,98,91,7,743,4,1.00,0.62,0.21,1.76,0.9547112369292029,12.327090628675256
sbxSdJwgv0uTsGbiiOxkRg,Catherine,3.52,63,81,0,531,4,1.25,0.22,0.32,0.97,8.3069796933864204,-2.1046686718008205
Ke3kkbIvZnYnUFowJcuuHw,Sara,3.95,86,14,7,452,1,1.00,0.14,0.13,0.22,-9.0768017799572842,13.215338370139763
PIlMZElYL0q1U8SffGYgng,Brad,3.91,55,94,2,1160,3,1.00,0.40,0.24,1.36,12.353268241655934,-9.3495869879361866
Oz5s72z9yFFW2eAU9U6WOQ,Sarmen,3.65,64,53,7,336,5,1.00,0.11,0.17,0.45,4.1304880977846965,-13.336305154940362
5A9eyz0IiVdj0k5LQ5taeA,Cynthia,3.40,70,52,0,758,2,1.00,0.00,0.10,0.29,-0.073140252036469039,-13.668324199276277
GR9zQktzPmiHdO5QD91hLA,Melody,3.90,61,45,2,893,2,1.00,0.25,0.41,1.00,10.35660695309033,10.534678646075252
d1HQAouAzU27WCcSJLHYBA,Nichole,3.74,81,40,2,147,7,1.00,0.15,0.10,0.57,-8.2396662701526306,-1.8946923864952008
210DXnSF45c1si419e-TIw,Mike,3.73,62,70,1,222,2,1.00,0.23,0.23,0.63,9.540196146389393,-4.5271312685020106
8gyzr0MfCoqtugqMJfnxkw,Gretchen,4.02,56,96,2,450,1,1.00,0.27,0.21,0.98,12.487928563355883,-9.2804699887207533
ECuS72VSRKpRRFToQiNQxA,Laura,4.58,76,31,6,254,2,1.00,0.34,0.18,0.93,-10.2661864751934,-5.1106050197589417
vVpyvWjf5Dym3CGbShaKmA,Steve,4.09,98,91,4,650,15,1.00,0.99,0.38,1.83,0.92529583541499705,12.446333060934109
Cv0z1uVkRPVUjHCKP39AUQ,Teresa,3.90,72,54,5,219,3,1.00,0.32,0.13,0.67,-2.2479096889867494,-13.902251443165621
DVyPnsANoH4B5QIyKen64w,Adrianne,3.84,63,83,4,488,8,1.00,0.41,0.33,0.86,8.8045708489565939,-4.3940293315646031
7YJFRcWortTB8CWywK8_4A,Mark,3.33,55,48,3,478,2,1.00,0.25,0.22,1.07,11.806525981107033,5.4465414229158231
TENL_CTyWLKPBhxOrp-njA,Betina,3.81,67,106,13,800,3,1.00,0.91,0.37,1.16,5.013426128794058,-0.47126219294336907
_KGQMPp9n5sb6SyIjy61Ww,Anna,4.04,61,97,7,1782,11,1.18,1.03,0.66,2.08,11.04398924227246,-10.730378313370647
s7UTshZKBmIsLpba-O1hfg,Jake,3.59,52,20,13,761,2,1.00,0.33,2.25,1.27,-10.719462352849426,-12.528189519978939
TSTnD0CUM1DDGAcP5zR-Fw,Luccas,3.83,87,68,0,51,1,1.00,0.17,0.14,0.80,-4.1198996363941189,2.5698648930696337
ysojIpf6ak9pnDBNm3YevQ,dana,3.82,72,94,20,606,18,1.00,3.39,3.32,3.57,2.8020345612048785,-0.6712971952720117
-3G6E66X_vpDpsPhK7XCYg,Amber,3.82,76,78,3,1819,3,1.33,0.49,0.14,1.57,2.2216848313816739,2.918184946289728
iqEDHrOdHQGSpKBIuYY6-A,Prettypinkponies,4.55,64,88,19,278,1,1.00,0.98,0.25,1.25,4.9276187545825874,0.50219459794688692
Aha3myLLFKh5gHYz9R_fVw,Paul,3.49,77,55,0,98,13,1.00,0.25,0.29,0.61,-5.9505150321586537,-5.1970504141109899
XVYMjNaKezFOHuQ4O-uhpA,Sterling,4.77,64,68,6,484,6,1.00,0.34,0.27,1.06,7.5207623840505695,13.341998247694349
g4-b_kxuUn6nuRwxpc1PqQ,Soumary,3.99,98,60,9,368,9,1.00,1.26,0.58,2.42,-2.5160361454555678,11.944460210828098
dVhqTWY7dVLsNFUn3R9tvg,Nikki,3.48,62,10,2,1079,3,1.00,0.32,0.48,1.27,-10.629729349234712,-9.0623850081869222
oNsioio4jkyaeoKXi_iavw,Michael,3.96,51,16,0,1049,6,1.00,0.10,0.08,0.47,-10.101298464613276,-12.60057146267075
Z-X57JWM8TC5fGQUt5rOzA,Saw,3.80,83,114,2,1395,1,1.00,0.31,0.13,0.53,1.3395331547080858,7.3901504284585595
taE6tbYOa8xNRhAfrCoHJQ,Kay,3.23,66,48,2,437,6,1.00,0.09,0.21,0.56,4.9475897841675893,-10.776966652872822
Km0MQav49WBjFQlifoylcQ,J,3.65,52,54,3,547,13,1.00,0.13,0.29,1.42,12.945069628384241,5.0159781996134614
kyD_6cuUjBfMv8wcEihYzg,katie,3.64,60,89,3,866,1,1.00,0.63,0.85,1.10,11.042944510861084,-3.3645633046014134
0ywe4quXRixBTwiiQSm0Fw,Al,3.97,74,85,14,351,1,2.00,0.96,1.66,1.32,-17.244214589089893,-2.5777495820303979
qVBW7J5DKjwF1oIIaNq_WA,JT,4.08,50,65,9,431,6,1.00,0.78,0.20,1.42,17.34116121112471,-5.4348469742847083
RQPoWOz6wWXWZ22bzHojeA,Christina,3.41,80,10,51,510,16,1.00,0.36,0.34,1.60,-12.545036673013263,-2.4988270994905788
XZ_MAE3WhKrpIwkxaFkiuw,amanda,3.95,55,48,11,982,1,1.00,0.69,1.82,1.31,13.162406071694868,6.9368378629581118
_aMz2TsaWs7yCPY2P5Ti8w,Ervin,4.24,97,47,20,933,57,1.05,0.44,0.34,0.98,-17.612789449692965,0.80735640369731732
iV7yX3isHorB2cGRWcDmdw,Krystina,4.23,65,52,10,761,5,1.00,0.18,0.15,0.86,3.2616898688688365,-12.107106610699313
yJihBbisa05Yz6FUQtzE1w,Julie,3.10,50,71,1,385,46,1.00,0.70,0.62,1.22,-13.126999322754845,5.300047774049605
0EBXg59Usgc8_4FRBLuu4Q,Christine,3.44,54,72,10,1234,1,1.00,1.35,1.63,3.39,14.284720456294743,-5.5641592955424146
gu2nEZDrOx8sH_ReGa7MWw,Kelly,4.11,54,99,4,1274,1,1.00,0.74,1.39,2.44,13.176210512698058,-10.686788283530559
3h50ipk6EpJ9ApNyeFVAeQ,Rob,4.42,53,87,6,821,6,1.00,0.32,0.30,0.98,13.778638342279537,-10.856815285217902
dVR__5wKJMC8qZR-QMBTbA,Amanda,4.26,55,63,1,111,9,1.00,0.27,0.07,0.58,16.827079224679778,1.3090828325175159
HtcI8JRftwBDY5b5V-s0Fw,Jessa,4.15,52,30,11,697,3,1.00,0.81,0.23,1.67,-12.447413804536035,-11.530013027628581
jdShxBljm0X9yTqTMCh82A,Elizabeth,4.64,55,32,1,1060,1,1.00,0.24,0.15,0.87,-12.222942741656805,-11.260034767335609
CeRZ7M2zFkYP0V_xffL3ew,Brett,3.76,68,55,9,785,7,1.00,0.41,0.26,0.79,1.9483133917934159,-13.813701329494105
v8ijgGAJ0VDTd65rQ0E0jg,Amanda,3.38,76,30,161,129,13,1.00,1.87,1.22,2.97,-11.306595665864965,-2.0385178504066284
E0Hi3wZjuXzQB5ghPezFkA,Lauren,2.86,96,76,25,14,1,1.00,1.13,1.46,1.84,0.72372725394290394,13.216434897313956
fhXnMlV5kkjqp37Ao4VzQA,Jessie,3.61,61,57,7,1483,1,1.00,0.62,0.44,1.43,11.579576261908034,9.8134868456896118
7EaoSWeJEHWtgTtHcIaY6g,Thomas,2.88,57,60,0,508,2,1.00,0.19,0.54,1.42,10.185742769066206,1.6166816429252056
WLWYfrXVO6OUsRuRpNgRFg,Chris,3.62,99,56,2,568,3,1.00,0.55,0.89,1.16,-3.1494152942420603,12.889081623595782
Hhtwi8gsi-vjKqfC223naQ,Jon,3.88,70,101,5,458,7,1.00,0.33,0.27,0.67,3.761904361592161,-0.84465170228355169
04OmVfQFbw3oJvuty-aR5w,Elsie,3.91,86,101,9,224,1,1.00,0.58,0.51,1.26,0.54151092687178093,7.0855184784643699
FFmkWCqW2qiyS48yJvGgeQ,David,2.90,60,47,0,228,6,1.00,0.10,0.68,0.82,8.9264899739043457,2.2145501235166334
toKJRlweSIckPZ-Fw5SwFw,Hannes,3.31,61,15,0,1501,1,1.00,0.05,0.03,0.10,-10.431387979910671,-9.1413628352801304
BV9L-BFfg94r3gZNkoMk1Q,Monica,3.37,59,50,2,246,2,1.00,0.44,0.98,1.41,11.561901631999572,7.9378895466388268
NEk24QJKv7RXgGrKZBMyew,Laura,3.95,66,57,4,1179,2,1.00,0.55,0.53,1.80,4.7053090862684872,-12.415321202363319
-mGm-KGWwhUixTp0qtU53g,Julie,4.04,77,16,18,1481,3,1.00,0.57,0.19,1.19,-12.100153011420588,-3.3547989272318657
lc3-egmul3HHviI_VmJuxg,Gary,3.78,54,56,1,1022,2,1.00,0.50,0.39,1.15,13.876753406414247,6.6814161167587409
APHIYT0UpXsZ7SXIutS10Q,Jen,4.02,64,47,0,114,1,1.00,0.25,0.22,1.30,3.5588663047044204,-11.705172206077474
SuYGgs_x69SJ8SkMMEExZg,N-P,3.33,61,52,0,337,4,1.00,0.20,0.18,0.89,11.91594358716234,8.1232980744553078
5SW6W9QwAr-brcw5gxiSsw,Shadow,3.23,55,65,1,403,1,1.00,0.51,0.53,2.64,11.218644636666408,0.94390535315709179
yMSXphUL4zzKK8XBUETwGQ,Erica,3.90,94,36,8,727,1,1.00,1.30,1.33,2.10,-6.6207230562040209,11.475077509068075
Z0eRhJBC7p0dlPvTHAu6JA,Alice,3.51,69,36,3,417,11,1.00,0.10,0.23,0.74,1.6996723843178381,-9.6488890767149247
NjD5OriJnHIyUd_iuGiKrg,D.,3.50,85,78,1,213,5,1.00,0.32,0.35,1.24,-2.4466218935073916,2.4556621152430798
iQcra5ZXYB4rypN8UMNQEQ,Sara,3.69,74,43,5,787,1,1.00,1.32,0.97,2.38,-4.5081842529644884,-11.911537925384982
MsU4y4uZrqrFwQ4NFiJFFQ,Jim,3.88,53,54,0,435,1,1.00,0.15,0.17,0.81,13.965447840786704,5.4902849712780055
RVzxNtG0bGrTWvZNYDDfzw,Moni,3.47,50,71,2,153,5,1.00,0.08,0.16,1.64,15.866425768375793,-5.7807200147369979
DG2WjNEu13mp0bXEL4Q26A,Alexa,3.92,76,11,16,1398,1,1.00,0.79,0.26,1.67,-12.170135540908557,-3.3605285798270761
d2Qbn8SWd7PSu0T_87MsEA,Bepen,3.90,77,53,2,426,2,1.00,0.09,0.05,0.64,-5.9230733496132473,-8.2249153593088398
tCEeKtKPSHC0-I01JkU0oQ,Charita,3.66,83,44,4,226,4,1.00,0.34,0.17,0.67,-8.1040415670067354,-0.92130095890149222
wE7kSbc96IIXpQxJgLrGMQ,Sarajane,3.88,70,9,32,1034,52,1.08,1.97,0.79,3.16,-16.608198271471423,4.4392425188771636
1BtRrW1LCdC62uIfF-59Yg,Sven,3.86,50,31,0,261,2,1.00,0.04,0.00,0.10,-11.830085828239046,-12.320672670758414
iVGQwLn2-C9aUw5MO0fg7A,Shari,3.16,56,65,0,342,2,1.00,0.13,0.18,1.00,11.159150169134147,0.84218618937785872
iKHJmgoMI16-EGiVjO0irg,RA,3.33,65,75,0,637,29,1.24,0.20,0.22,0.97,-10.542757823849238,2.9547574661271518
pgxHSaHvx9Uz8Nw0PyEA9A,Kristen,3.61,80,97,6,321,2,1.00,0.51,0.44,1.30,0.043227815296482563,1.3996939215662385
Jlah_ij7WdFXR351_CyLMA,Chariya,3.60,90,64,2,327,6,1.00,0.33,0.41,1.54,-3.834338192010371,6.051691135707471
c3r8t9P6fcTUozoM9zxeiA,Tammy,3.90,94,84,5,1166,3,1.00,0.33,0.23,0.80,-0.24072243709005658,9.772413976995729
_z2NpjA56FFLw_zN8v2jBA,Victoria,3.95,78,99,0,673,2,1.00,0.21,0.21,0.65,1.143927764295948,0.20002030065983004
1WxQqmrLe-7LWkC5PjBQeQ,Chris,3.44,55,34,4,924,5,1.00,0.20,0.18,0.67,10.261171456115328,5.6173160935518061
9d4i9ssv0XAc2I93ZgH5-Q,Natalie,3.47,61,30,6,846,3,1.00,0.07,0.05,0.59,7.7145204500272406,8.5777003206781899
Lm0BDk5lTQgjlqwCo1ULsg,Richard,3.87,96,25,2,773,9,1.11,0.13,0.06,0.45,-6.222183175455104,14.373012544760025
